b_3	a_3	x_3	y_3		Forward info on b and a per 3 sink:			period 3 sink + tangent together:		-0.27695,1.2059761555840738
-0.2999 ,	1.173198507953394 ,	-0.02657353254957902 ,	-0.7497528011518759 ,		b	a	x	y		
-0.38129999999999103 ,	1.0731744207190552 ,	-0.04547934732742931 ,	-0.722369056530989 ,		-0.21865	1.298147367	-0.0141121541	-0.7646249814		
-0.38134999999999103 ,	1.0731208421504315 ,	-0.04549323532299307 ,	-0.7223483500229292 ,		-0.2186	1.298231857	-0.01410611473	-0.7646305025		
-0.381399999999991 ,	1.0730672733022912 ,	-0.04550712624689505 ,	-0.7223276388240357 ,		-0.21855	1.298316358	-0.01410007703	-0.7646360161		
-0.381449999999991 ,	1.0730137141747578 ,	-0.045521020099311936 ,	-0.7223069229345618 ,		-0.2185	1.298400868	-0.01409404118	-0.7646415271		
-0.381499999999991 ,	1.0729601647679399 ,	-0.045534916880424346 ,	-0.7222862023547613 ,		-0.21845	1.298485387	-0.01408800711	-0.7646470338		
-0.381549999999991 ,	1.0729066250819697 ,	-0.04554881659040736 ,	-0.722265477084883 ,		-0.2184	1.298569915	-0.01408197483	-0.7646525362		
-0.381599999999991 ,	1.0728530951169284 ,	-0.0455627192294478 ,	-0.7222447471251972 ,		-0.21835	1.298654452	-0.01407594433	-0.7646580344		
-0.381649999999991 ,	1.0727995748729575 ,	-0.04557662479771716 ,	-0.7222240124759458 ,		-0.2183	1.298738999	-0.01406991561	-0.7646635283		
-0.381699999999991 ,	1.072746064350144 ,	-0.04559053329540165 ,	-0.7222032731373987 ,		-0.21825	1.298823555	-0.01406388868	-0.7646690179		
-0.381749999999991 ,	1.0726925635486015 ,	-0.045604444722678994 ,	-0.7221825291098114 ,		-0.2182	1.29890812	-0.01405786361	-0.7646745049		
-0.381799999999991 ,	1.072639072468458 ,	-0.04561835907972402 ,	-0.7221617803934333 ,		-0.21815	1.298992695	-0.01405184016	-0.7646799845		
-0.381849999999991 ,	1.0725855911098336 ,	-0.04563227636671282 ,	-0.7221410269885189 ,		-0.2181	1.299077279	-0.01404581858	-0.7646854612		
-0.38189999999999097 ,	1.0725321194728172 ,	-0.045646196583830165 ,	-0.7221202688953365 ,		-0.21805	1.299161872	-0.01403979878	-0.7646909338		
-0.38194999999999096 ,	1.0724786575575167 ,	-0.04566011973125437 ,	-0.7220995061141454 ,		-0.218	1.299246474	-0.01403378076	-0.7646964021		
-0.38199999999999096 ,	1.072425205364064 ,	-0.045674045809157966 ,	-0.7220787386451945 ,		-0.21795	1.299331086	-0.01402776453	-0.7647018662		
-0.38204999999999095 ,	1.0723717628925715 ,	-0.04568797481771874 ,	-0.7220579664887432 ,		-0.2179	1.299415707	-0.01402175007	-0.764707326		
-0.38209999999999095 ,	1.0723183301431378 ,	-0.04570190675711835 ,	-0.722037189645056 ,		-0.21785	1.299500337	-0.01401573739	-0.7647127815		
-0.38214999999999094 ,	1.0722649071158699 ,	-0.04571584162753384 ,	-0.7220164081143945 ,		-0.2178	1.299584976	-0.01400972649	-0.7647182328		
-0.38219999999999094 ,	1.0722114938109206 ,	-0.04572977942913204 ,	-0.7219956218969976 ,		-0.21775	1.299669625	-0.01400371738	-0.7647236798		
-0.38224999999999093 ,	1.072158090228348 ,	-0.04574372016210396 ,	-0.7219748309931517 ,		-0.2177	1.299754283	-0.01399771004	-0.7647291226		
-0.3822999999999909 ,	1.0721046963682752 ,	-0.04575766382662304 ,	-0.7219540354031095 ,		-0.21765	1.29983895	-0.01399170448	-0.7647345611		
-0.3823499999999909 ,	1.0720513122308357 ,	-0.045771610422859745 ,	-0.7219332351271227 ,		-0.2176	1.299923627	-0.0139857007	-0.7647399953		
-0.3823999999999909 ,	1.07199793781612 ,	-0.04578555995099627 ,	-0.7219124301654599 ,		-0.21755	1.300008313	-0.01397969869	-0.7647454253		
-0.3824499999999909 ,	1.0719445731242652 ,	-0.045799512411200956 ,	-0.7218916205183712 ,		-0.2175	1.300093008	-0.01397369847	-0.7647508511		
-0.3824999999999909 ,	1.0718912181553542 ,	-0.04581346780365825 ,	-0.7218708061861301 ,		-0.21745	1.300177712	-0.01396770002	-0.7647562725		
-0.3825499999999909 ,	1.0718378729095106 ,	-0.045827426128539774 ,	-0.7218499871689921 ,		-0.2174	1.300262426	-0.01396170335	-0.7647616897		
-0.3825999999999909 ,	1.0717845373868617 ,	-0.04584138738601684 ,	-0.7218291634672104 ,		-0.21735	1.300347149	-0.01395570846	-0.7647671027		
-0.3826499999999909 ,	1.0717312115874904 ,	-0.045855351576273004 ,	-0.7218083350810628 ,		-0.2173	1.300431881	-0.01394971534	-0.7647725114		
-0.3826999999999909 ,	1.071677895511526 ,	-0.045869318699477454 ,	-0.7217875020108004 ,		-0.21725	1.300516622	-0.013943724	-0.7647779158		
-0.3827499999999909 ,	1.0716245891590679 ,	-0.04588328875580836 ,	-0.7217666642566914 ,		-0.2172	1.300601373	-0.01393773443	-0.764783316		
-0.38279999999999087 ,	1.0715712925302445 ,	-0.04589726174543574 ,	-0.72174582181899 ,		-0.21715	1.300686133	-0.01393174664	-0.764788712		
-0.38284999999999086 ,	1.071518005625144 ,	-0.04591123766854025 ,	-0.7217249746979718 ,		-0.2171	1.300770902	-0.01392576062	-0.7647941036		
-0.38289999999999086 ,	1.0714647284438887 ,	-0.045925216525293314 ,	-0.7217041228938929 ,		-0.21705	1.300855681	-0.01391977637	-0.7647994911		
-0.38294999999999085 ,	1.071411460986586 ,	-0.04593919831586929 ,	-0.7216832664070176 ,		-0.217	1.300940469	-0.0139137939	-0.7648048742		
-0.38299999999999085 ,	1.0713582032533673 ,	-0.04595318304043667 ,	-0.7216624052376018 ,		-0.21695	1.301025266	-0.01390781321	-0.7648102532		
-0.38304999999999084 ,	1.0713049552443135 ,	-0.045967170699177606 ,	-0.721641539385921 ,		-0.2169	1.301110072	-0.01390183436	-0.7648156285		
-0.38309999999999084 ,	1.0712517169595654 ,	-0.045981161292256795 ,	-0.7216206688522285 ,		-0.21685	1.301194888	-0.01389585714	-0.7648209983		
-0.38314999999999083 ,	1.071198488399214 ,	-0.045995154819853494 ,	-0.7215997936367953 ,		-0.2168	1.301279713	-0.01388988176	-0.7648263644		
-0.3831999999999908 ,	1.0711452695633594 ,	-0.046009151282142606 ,	-0.7215789137398929 ,		-0.21675	1.301364547	-0.01388390815	-0.7648317263		
-0.3832499999999908 ,	1.0710920604521275 ,	-0.04602315067929431 ,	-0.7215580291617788 ,		-0.2167	1.30144939	-0.01387793631	-0.764837084		
-0.3832999999999908 ,	1.071038861065642 ,	-0.046037153011476484 ,	-0.7215371399027101 ,		-0.21665	1.301534243	-0.01387196625	-0.7648424374		
-0.3833499999999908 ,	1.0709856714039887 ,	-0.04605115827886846 ,	-0.7215162459629666 ,		-0.2166	1.301619105	-0.01386599795	-0.7648477866		
-0.3833999999999908 ,	1.0709324914672977 ,	-0.04606516648163689 ,	-0.7214953473428043 ,		-0.21655	1.301703976	-0.01386003143	-0.7648531315		
-0.3834499999999908 ,	1.0708793212556484 ,	-0.04607917761996268 ,	-0.7214744440425023 ,		-0.2165	1.301788857	-0.01385406668	-0.7648584722		
-0.3834999999999908 ,	1.070826160769198 ,	-0.04609319169400536 ,	-0.721453536062307 ,		-0.21645	1.301873747	-0.01384810369	-0.7648638086		
-0.3835499999999908 ,	1.0707730100080186 ,	-0.04610720870394608 ,	-0.7214326234025008 ,		-0.2164	1.301958646	-0.0138421425	-0.764869141		
-0.3835999999999908 ,	1.0707198689722628 ,	-0.046121228649945174 ,	-0.7214117060633325 ,		-0.21635	1.302043554	-0.01383618303	-0.7648744687		
-0.3836499999999908 ,	1.070666737661971 ,	-0.046135251532192535 ,	-0.7213907840451017 ,		-0.2163	1.302128472	-0.01383022539	-0.764879793		
-0.38369999999999077 ,	1.0706136160773203 ,	-0.04614927735084088 ,	-0.7213698573480425 ,		-0.21625	1.302213399	-0.01382426944	-0.7648851118		
-0.38374999999999077 ,	1.0705605042183997 ,	-0.04616330610606774 ,	-0.7213489259724359 ,		-0.2162	1.302298335	-0.0138183153	-0.7648904269		
-0.38379999999999076 ,	1.0705074020852972 ,	-0.0461773377980487 ,	-0.7213279899185571 ,		-0.21615	1.30238328	-0.01381236292	-0.7648957379		
-0.38384999999999075 ,	1.0704543096781585 ,	-0.04619137242694518 ,	-0.7213070491866588 ,		-0.2161	1.302468235	-0.01380641231	-0.7649010446		
-0.38389999999999075 ,	1.0704012269970586 ,	-0.046205409992936146 ,	-0.7212861037770258 ,		-0.21605	1.302553199	-0.01380046347	-0.764906347		
-0.38394999999999074 ,	1.0703481540421425 ,	-0.046219450496182674 ,	-0.7212651536899107 ,		-0.216	1.302638172	-0.01379451639	-0.7649116452		
-0.38399999999999074 ,	1.0702950908134863 ,	-0.046233493936864024 ,	-0.7212441989255977 ,		-0.21595	1.302723155	-0.01378857108	-0.7649169392		
-0.38404999999999073 ,	1.070242037311237 ,	-0.04624754031513846 ,	-0.7212232394843392 ,		-0.2159	1.302808146	-0.01378262753	-0.7649222289		
-0.3840999999999907 ,	1.0701889935354612 ,	-0.046261589631188656 ,	-0.7212022753664247 ,		-0.21585	1.302893148	-0.01377668575	-0.7649275143		
-0.3841499999999907 ,	1.0701359594862963 ,	-0.04627564188517513 ,	-0.7211813065721112 ,		-0.2158	1.302978158	-0.01377074573	-0.7649327956		
-0.3841999999999907 ,	1.070082935163862 ,	-0.04628969707726463 ,	-0.7211603331016639 ,		-0.21575	1.303063177	-0.01376480748	-0.7649380725		
-0.3842499999999907 ,	1.0700299205682455 ,	-0.04630375520763228 ,	-0.7211393549553635 ,		-0.2157	1.303148206	-0.01375887099	-0.7649433453		
-0.3842999999999907 ,	1.0699769156995556 ,	-0.04631781627644669 ,	-0.7211183721334814 ,		-0.21565	1.303233244	-0.01375293626	-0.7649486138		
-0.3843499999999907 ,	1.0699239205579154 ,	-0.046331880283872355 ,	-0.7210973846362825 ,		-0.2156	1.303318292	-0.0137470033	-0.764953878		
-0.3843999999999907 ,	1.0698709351434357 ,	-0.04634594723007726 ,	-0.7210763924640363 ,		-0.21555	1.303403348	-0.01374107209	-0.7649591381		
-0.3844499999999907 ,	1.069817959456215 ,	-0.04636001711523244 ,	-0.7210553956170188 ,		-0.2155	1.303488414	-0.01373514265	-0.7649643938		
-0.3844999999999907 ,	1.0697649934963789 ,	-0.046374089939501074 ,	-0.7210343940954969 ,		-0.21545	1.30357349	-0.01372921498	-0.7649696454		
-0.3845499999999907 ,	1.0697120372640219 ,	-0.04638816570305507 ,	-0.7210133878997464 ,		-0.2154	1.303658574	-0.01372328906	-0.7649748927		
-0.38459999999999067 ,	1.069659090759246 ,	-0.04640224440606353 ,	-0.7209923770300436 ,		-0.21535	1.303743668	-0.0137173649	-0.7649801357		
-0.38464999999999067 ,	1.0696061539821713 ,	-0.046416326048690955 ,	-0.7209713614866576 ,		-0.2153	1.303828771	-0.01371144251	-0.7649853745		
-0.38469999999999066 ,	1.0695532269329204 ,	-0.04643041063110032 ,	-0.7209503412698528 ,		-0.21525	1.303913883	-0.01370552187	-0.7649906091		
-0.38474999999999066 ,	1.0695003096115911 ,	-0.04644449815346166 ,	-0.7209293163799079 ,		-0.2152	1.303999005	-0.01369960299	-0.7649958395		
-0.38479999999999065 ,	1.0694474020182914 ,	-0.04645858861594181 ,	-0.7209082868170981 ,		-0.21515	1.304084135	-0.01369368588	-0.7650010656		
-0.38484999999999064 ,	1.0693945041531143 ,	-0.046472682018711436 ,	-0.7208872525817034 ,		-0.2151	1.304169275	-0.01368777056	-0.7650062881		
-0.38489999999999064 ,	1.0693416160162046 ,	-0.04648677836192774 ,	-0.7208662136739803 ,		-0.21505	1.304254425	-0.01368185692	-0.7650115051		
-0.38494999999999063 ,	1.069288737607625 ,	-0.04650087764576762 ,	-0.7208451700942261 ,		-0.215	1.304339583	-0.01367594508	-0.7650167185		
-0.3849999999999906 ,	1.0692358689275423 ,	-0.046514979870382715 ,	-0.7208241218426863 ,		-0.21495	1.304424751	-0.01367003499	-0.7650219276		
-0.3850499999999906 ,	1.06918300997602 ,	-0.046529085035950005 ,	-0.7208030689196572 ,		-0.2149	1.304509928	-0.01366412666	-0.7650271326		
-0.3850999999999906 ,	1.0691301607531773 ,	-0.04654319314263198 ,	-0.7207820113254099 ,		-0.21485	1.304595115	-0.01365822009	-0.7650323333		
-0.3851499999999906 ,	1.0690773212591378 ,	-0.046557304190589774 ,	-0.7207609490602113 ,		-0.2148	1.30468031	-0.01365231528	-0.7650375297		
-0.3851999999999906 ,	1.0690244914940032 ,	-0.04657141817999121 ,	-0.7207398821243411 ,		-0.21475	1.304765515	-0.01364641222	-0.7650427219		
-0.3852499999999906 ,	1.0689716714578639 ,	-0.046585535111004835 ,	-0.7207188105180817 ,		-0.2147	1.30485073	-0.01364051092	-0.7650479099		
-0.3852999999999906 ,	1.068918861150856 ,	-0.04659965498378765 ,	-0.7206977342416981 ,		-0.21465	1.304935953	-0.01363461137	-0.7650530937		
-0.3853499999999906 ,	1.0688660605730655 ,	-0.04661377779851105 ,	-0.7206766532954766 ,		-0.2146	1.305021186	-0.01362871358	-0.7650582732		
-0.3853999999999906 ,	1.0688132697246193 ,	-0.04662790355533364 ,	-0.7206555676796844 ,		-0.21455	1.305106428	-0.01362281755	-0.7650634485		
-0.3854499999999906 ,	1.0687604886056208 ,	-0.046642032254419825 ,	-0.7206344773946001 ,		-0.2145	1.305191679	-0.01361692326	-0.7650686196		
-0.3854999999999906 ,	1.0687077172161805 ,	-0.04665616389593401 ,	-0.7206133824405019 ,		-0.21445	1.305276939	-0.01361103073	-0.7650737864		
-0.38554999999999057 ,	1.068654955556371 ,	-0.046670298480049645 ,	-0.7205922828176826 ,		-0.2144	1.305362209	-0.01360513996	-0.765078949		
-0.38559999999999056 ,	1.0686022036263654 ,	-0.04668443600691159 ,	-0.7205711785263895 ,		-0.21435	1.305447488	-0.01359925093	-0.7650841074		
-0.38564999999999056 ,	1.0685494614262272 ,	-0.04669857647669472 ,	-0.7205500695669192 ,		-0.2143	1.305532777	-0.01359336366	-0.7650892615		
-0.38569999999999055 ,	1.0684967289560832 ,	-0.04671271988955743 ,	-0.720528955939544 ,		-0.21425	1.305618074	-0.01358747815	-0.7650944114		
-0.38574999999999054 ,	1.0684440062160234 ,	-0.04672686624566791 ,	-0.7205078376445504 ,		-0.2142	1.305703381	-0.01358159438	-0.7650995571		
-0.38579999999999054 ,	1.068391293206178 ,	-0.04674101554518152 ,	-0.7204867146822054 ,		-0.21415	1.305788697	-0.01357571236	-0.7651046985		
-0.38584999999999053 ,	1.0683385899266449 ,	-0.04675516778826497 ,	-0.7204655870527931 ,		-0.2141	1.305874023	-0.0135698321	-0.7651098358		
-0.38589999999999053 ,	1.0682858963775144 ,	-0.04676932297508256 ,	-0.7204444547566009 ,		-0.21405	1.305959357	-0.01356395359	-0.7651149688		
-0.3859499999999905 ,	1.068233212558915 ,	-0.04678348110579299 ,	-0.7204233177938987 ,		-0.214	1.306044701	-0.01355807682	-0.7651200975		
-0.3859999999999905 ,	1.0681805384709668 ,	-0.046797642180553045 ,	-0.7204021761649589 ,		-0.21395	1.306130054	-0.01355220181	-0.7651252221		
-0.3860499999999905 ,	1.0681278741137639 ,	-0.04681180619952843 ,	-0.7203810298700716 ,		-0.2139	1.306215417	-0.01354632855	-0.7651303424		
-0.3860999999999905 ,	1.0680752194873964 ,	-0.04682597316288618 ,	-0.7203598789095222 ,		-0.21385	1.306300788	-0.01354045703	-0.7651354585		
-0.3861499999999905 ,	1.0680225745920018 ,	-0.04684014307077776 ,	-0.7203387232835776 ,		-0.2138	1.306386169	-0.01353458726	-0.7651405703		
-0.3861999999999905 ,	1.0679699394276763 ,	-0.04685431592336763 ,	-0.7203175629925249 ,		-0.21375	1.30647156	-0.01352871925	-0.765145678		
-0.3862499999999905 ,	1.0679173139945122 ,	-0.04686849172082028 ,	-0.7202963980366512 ,		-0.2137	1.306556959	-0.01352285298	-0.7651507814		
-0.3862999999999905 ,	1.067864698292651 ,	-0.0468826704632881 ,	-0.7202752284162234 ,		-0.21365	1.306642368	-0.01351698845	-0.7651558806		
-0.3863499999999905 ,	1.0678120923221621 ,	-0.0468968521509404 ,	-0.7202540541315385 ,		-0.2136	1.306727786	-0.01351112568	-0.7651609755		
-0.3863999999999905 ,	1.0677594960831882 ,	-0.046911036783928294 ,	-0.720232875182864 ,		-0.21355	1.306813213	-0.01350526465	-0.7651660663		
-0.38644999999999047 ,	1.0677069095758158 ,	-0.04692522436241717 ,	-0.7202116915704906 ,		-0.2135	1.30689865	-0.01349940537	-0.7651711528		
-0.38649999999999046 ,	1.0676543328001613 ,	-0.04693941488656375 ,	-0.7201905032946966 ,		-0.21345	1.306984096	-0.01349354783	-0.7651762351		
-0.38654999999999046 ,	1.0676017657563284 ,	-0.04695360835652913 ,	-0.7201693103557667 ,		-0.2134	1.307069551	-0.01348769204	-0.7651813132		
-0.38659999999999045 ,	1.0675492084444094 ,	-0.04696780477247597 ,	-0.7201481127539898 ,		-0.21335	1.307155015	-0.01348183799	-0.765186387		
-0.38664999999999045 ,	1.0674966608645373 ,	-0.046982004134556186 ,	-0.7201269104896383 ,		-0.2133	1.307240489	-0.01347598569	-0.7651914567		
-0.38669999999999044 ,	1.0674441230168161 ,	-0.04699620644293033 ,	-0.7201057035629966 ,		-0.21325	1.307325971	-0.01347013513	-0.7651965221		
-0.38674999999999043 ,	1.067391594901343 ,	-0.04701041169775868 ,	-0.7200844919743529 ,		-0.2132	1.307411464	-0.01346428633	-0.7652015833		
-0.38679999999999043 ,	1.0673390765182096 ,	-0.047024619899204236 ,	-0.7200632757239979 ,		-0.21315	1.307496965	-0.01345843925	-0.7652066402		
-0.3868499999999904 ,	1.06728656786756 ,	-0.04703883104741503 ,	-0.720042054812198 ,		-0.2131	1.307582476	-0.01345259392	-0.765211693		
-0.3868999999999904 ,	1.0672340689494824 ,	-0.047053045142554484 ,	-0.7200208292392486 ,		-0.21305	1.307667996	-0.01344675039	-0.7652167415		
-0.3869499999999904 ,	1.0671815797640727 ,	-0.047067262184782466 ,	-0.7199995990054385 ,		-0.213	1.307753525	-0.0134409085	-0.7652217858		
-0.3869999999999904 ,	1.067129100311449 ,	-0.0470814821742543 ,	-0.7199783641110463 ,		-0.21295	1.307839063	-0.0134350684	-0.7652268259		
-0.3870499999999904 ,	1.0670766305917287 ,	-0.04709570511112421 ,	-0.719957124556353 ,		-0.2129	1.307924611	-0.01342923004	-0.7652318618		
-0.3870999999999904 ,	1.0670241706050116 ,	-0.047109930995550435 ,	-0.7199358803416477 ,		-0.21285	1.308010168	-0.01342339343	-0.7652368935		
-0.3871499999999904 ,	1.0669717203514042 ,	-0.047124159827690734 ,	-0.7199146314672175 ,		-0.2128	1.308095734	-0.01341755855	-0.7652419209		
-0.3871999999999904 ,	1.0669192798310094 ,	-0.04713839160770303 ,	-0.7198933779333468 ,		-0.21275	1.308181309	-0.01341172541	-0.7652469441		
-0.3872499999999904 ,	1.0668668490439213 ,	-0.0471526263357468 ,	-0.7198721197403318 ,		-0.2127	1.308266894	-0.01340589402	-0.7652519632		
-0.3872999999999904 ,	1.066814427990278 ,	-0.04716686401197038 ,	-0.719850856888441 ,		-0.21265	1.308352488	-0.01340006436	-0.765256978		
-0.38734999999999037 ,	1.0667620166701641 ,	-0.04718110463653446 ,	-0.7198295893779729 ,		-0.2126	1.308438091	-0.01339423645	-0.7652619885		
-0.38739999999999036 ,	1.0667096150836965 ,	-0.047195348209592765 ,	-0.71980831720921 ,		-0.21255	1.308523704	-0.0133884103	-0.7652669954		
-0.38744999999999036 ,	1.0666572232309623 ,	-0.047209594731307446 ,	-0.7197870403824487 ,		-0.2125	1.308609326	-0.01338258583	-0.7652719971		
-0.38749999999999035 ,	1.066604841112093 ,	-0.047223844201824905 ,	-0.719765758897964 ,		-0.21245	1.308694957	-0.01337676313	-0.765276995		
-0.38754999999999035 ,	1.0665524687271886 ,	-0.04723809662130388 ,	-0.7197444727560484 ,		-0.2124	1.308780597	-0.01337094217	-0.7652819887		
-0.38759999999999034 ,	1.0665001060763497 ,	-0.047252351989899584 ,	-0.7197231819569906 ,		-0.21235	1.308866247	-0.01336512294	-0.7652869782		
-0.38764999999999034 ,	1.066447753159668 ,	-0.047266610307772024 ,	-0.719701886501087 ,		-0.2123	1.308951906	-0.01335930545	-0.7652919635		
-0.38769999999999033 ,	1.0663954099772792 ,	-0.04728087157506722 ,	-0.7196805863886118 ,		-0.21225	1.309037574	-0.0133534897	-0.7652969446		
-0.3877499999999903 ,	1.0663430765292878 ,	-0.04729513579194001 ,	-0.7196592816198568 ,		-0.2122	1.309123251	-0.01334767569	-0.7653019215		
-0.3877999999999903 ,	1.0662907528157777 ,	-0.047309402958550774 ,	-0.719637972195119 ,		-0.21215	1.309208938	-0.01334186341	-0.7653068942		
-0.3878499999999903 ,	1.0662384388368575 ,	-0.04732367307505307 ,	-0.7196166581146887 ,		-0.2121	1.309294633	-0.01333605286	-0.7653118626		
-0.3878999999999903 ,	1.0661861345926562 ,	-0.04733794614159342 ,	-0.7195953393788437 ,		-0.21205	1.309380338	-0.01333024407	-0.7653168272		
-0.3879499999999903 ,	1.0661338400832692 ,	-0.047352222158329044 ,	-0.719574015987879 ,		-0.212	1.309466053	-0.01332443697	-0.7653217869		
-0.3879999999999903 ,	1.066081555308781 ,	-0.04736650112541883 ,	-0.7195526879420959 ,		-0.21195	1.309551777	-0.01331863163	-0.7653267427		
-0.3880499999999903 ,	1.0660292802693432 ,	-0.04738078304300424 ,	-0.7195313552417617 ,		-0.2119	1.30963751	-0.01331282803	-0.7653316944		
-0.3880999999999903 ,	1.0659770149650103 ,	-0.04739506791125145 ,	-0.7195100178871928 ,		-0.21185	1.309723252	-0.01330702615	-0.7653366418		
-0.3881499999999903 ,	1.0659247593959245 ,	-0.04740935573030267 ,	-0.7194886758786626 ,		-0.2118	1.309809003	-0.01330122601	-0.765341585		
-0.3881999999999903 ,	1.0658725135621758 ,	-0.04742364650031593 ,	-0.7194673292164698 ,		-0.21175	1.309894764	-0.0132954276	-0.765346524		
-0.38824999999999027 ,	1.0658202774638659 ,	-0.04743794022144459 ,	-0.7194459779009086 ,		-0.2117	1.309980534	-0.01328963093	-0.7653514587		
-0.38829999999999026 ,	1.0657680511011207 ,	-0.047452236893833606 ,	-0.7194246219322593 ,		-0.21165	1.310066313	-0.01328383598	-0.7653563893		
-0.38834999999999026 ,	1.0657158344740336 ,	-0.04746653651763974 ,	-0.7194032613108226 ,		-0.2116	1.310152101	-0.01327804277	-0.7653613157		
-0.38839999999999025 ,	1.065663627582711 ,	-0.04748083909301387 ,	-0.719381896036889 ,		-0.21155	1.310237899	-0.01327225129	-0.7653662379		
-0.38844999999999025 ,	1.0656114304272408 ,	-0.04749514462011272 ,	-0.7193605261107581 ,		-0.2115	1.310323706	-0.01326646154	-0.7653711558		
-0.38849999999999024 ,	1.0655592430077763 ,	-0.04750945309907378 ,	-0.7193391515327028 ,		-0.21145	1.310409522	-0.01326067352	-0.7653760696		
